Timestamp,IR Presence (Lane 1-4),Vehicle Count,Avg Speed (km/h),Vehicle Types Detected,Vehicle Density (%),Saturation Flow Rate(veh/hr/lane),"Volume to
 Saturation Lane Traffic ratio(%)",FreeFlowSpeed (km/h),TSR,VLSR,Speed Factor,CI,Congestion Level,traffic_reduction_pct,congestionStatus
29:59:00,"[1, 0, 1, 0]",153,21.8,"10 Fire Extinguisher, 20 Bikes, 52 Trucks",64,1800,2.125,50,0.564,0.02125,0.436,0.3773,High,56.4,Medium
30:00:00,"[0, 0, 0, 1]",174,27.4,"11 Vans, 76 Bikes, 96 Fire Extinguisher, 80 Vans",41,1800,2.416666667,50,0.452,0.024166667,0.548,0.264066667,Moderate,45.2,Medium
30:01:00,"[0, 1, 1, 1]",199,24.8,"73 Fire Extinguisher, 47 Trucks",87,1800,2.763888889,50,0.504,0.027638889,0.496,0.459855556,Very High,50.4,Medium
30:02:00,"[1, 0, 0, 0]",169,46.2,"25 Fire Extinguisher, 88 Trucks",31,1800,2.347222222,50,0.076,0.023472222,0.924,0.148588889,Low,7.6,Low
30:03:00,"[0, 1, 0, 1]",119,26.6,"96 Vans, 50 Patrol, 30 Patrol",54,1800,1.652777778,50,0.468,0.016527778,0.532,0.316211111,High,46.8,Medium
30:04:00,"[1, 0, 1, 1]",121,49.3,"89 Trucks, 10 Vans, 52 Trucks, 89 Cars",62,1800,1.680555556,50,0.014,0.016805556,0.986,0.257522222,Moderate,1.4,Low
30:05:00,"[1, 1, 1, 1]",80,30.1,"78 Trucks, 66 Trucks",33,1800,1.111111111,50,0.398,0.011111111,0.602,0.216044444,Moderate,39.8,Medium
30:06:00,"[0, 0, 0, 1]",148,25.5,"23 Ambulance, 81 Ambulance",81,1800,2.055555556,50,0.49,0.020555556,0.51,0.430222222,Very High,49,Medium
30:07:00,"[0, 1, 1, 0]",59,43.7,"80 Ambulance, 78 Bikes, 12 Bikes",65,1800,0.819444444,50,0.126,0.008194444,0.874,0.288477778,Moderate,12.6,Low
30:08:00,"[1, 0, 0, 1]",169,39.8,"90 Trucks, 57 Ambulance, 31 Cars, 89 Bikes",35,1800,2.347222222,50,0.204,0.023472222,0.796,0.190188889,Low,20.4,Low
30:09:00,"[1, 0, 0, 0]",71,34.9,"80 Patrol, 37 Bikes, 95 Fire Extinguisher",70,1800,0.986111111,50,0.302,0.009861111,0.698,0.344344444,High,30.2,Medium
30:10:00,"[0, 0, 0, 0]",196,36.7,"18 Trucks, 40 Cars, 89 Trucks, 66 Trucks",72,1800,2.722222222,50,0.266,0.027222222,0.734,0.352088889,High,26.6,Low
30:11:00,"[1, 0, 1, 0]",89,41.6,"82 Fire Extinguisher, 53 Trucks",38,1800,1.236111111,50,0.168,0.012361111,0.832,0.190544444,Low,16.8,Low
30:12:00,"[0, 1, 1, 0]",149,26.9,"49 Trucks, 11 Ambulance",90,1800,2.069444444,50,0.462,0.020694444,0.538,0.460677778,Very High,46.2,Medium
30:13:00,"[1, 0, 1, 0]",192,49.9,"71 Trucks, 36 Bikes, 42 Bikes",59,1800,2.666666667,50,0.002,0.026666667,0.998,0.247066667,Moderate,0.2,Low
30:14:00,"[0, 0, 1, 1]",128,49.2,"60 Trucks, 81 Ambulance",88,1800,1.777777778,50,0.016,0.017777778,0.984,0.362311111,High,1.6,Low
30:15:00,"[1, 0, 1, 1]",75,39.5,"98 Cars, 29 Bikes, 31 Cars",72,1800,1.041666667,50,0.21,0.010416667,0.79,0.334166667,High,21,Low
30:16:00,"[1, 0, 0, 0]",74,26,"46 Trucks, 28 Bikes, 82 Bikes, 76 Ambulance",72,1800,1.027777778,50,0.48,0.010277778,0.52,0.388111111,High,48,Medium
30:17:00,"[0, 1, 0, 1]",63,40.4,"10 Bikes, 38 Cars, 52 Trucks",58,1800,0.875,50,0.192,0.00875,0.808,0.2739,Moderate,19.2,Low
30:18:00,"[0, 1, 1, 1]",177,22.2,"26 Trucks, 42 Trucks",40,1800,2.458333333,50,0.556,0.024583333,0.444,0.281033333,Moderate,55.6,Medium
30:19:00,"[0, 1, 1, 1]",121,20.9,"85 Fire Extinguisher, 22 Bikes, 64 Patrol",44,1800,1.680555556,50,0.582,0.016805556,0.418,0.299122222,Moderate,58.2,Medium
30:20:00,"[0, 1, 1, 0]",136,27.7,"56 Trucks, 41 Bikes",88,1800,1.888888889,50,0.446,0.018888889,0.554,0.448755556,Very High,44.6,Medium
30:21:00,"[1, 0, 1, 0]",82,33.9,"39 Patrol, 53 Fire Extinguisher",47,1800,1.138888889,50,0.322,0.011388889,0.678,0.256955556,Moderate,32.2,Medium
30:22:00,"[1, 1, 1, 0]",69,46,"69 Trucks, 28 Fire Extinguisher",39,1800,0.958333333,50,0.08,0.009583333,0.92,0.175833333,Low,8,Low
30:23:00,"[0, 1, 1, 0]",139,41.8,"18 Fire Extinguisher, 90 Patrol, 73 Patrol",76,1800,1.930555556,50,0.164,0.019305556,0.836,0.344522222,High,16.4,Low
30:24:00,"[1, 1, 1, 1]",122,42.3,"61 Ambulance, 71 Trucks",85,1800,1.694444444,50,0.154,0.016944444,0.846,0.377577778,High,15.4,Low
30:25:00,"[0, 1, 1, 0]",86,32.8,"86 Trucks, 62 Bikes, 22 Bikes",50,1800,1.194444444,50,0.344,0.011944444,0.656,0.273577778,Moderate,34.4,Medium
30:26:00,"[1, 1, 0, 1]",55,30.4,"68 Vans, 36 Trucks, 37 Trucks",83,1800,0.763888889,50,0.392,0.007638889,0.608,0.413455556,Very High,39.2,Medium
30:27:00,"[0, 1, 0, 1]",138,31.1,"84 Ambulance, 53 Fire Extinguisher",55,1800,1.916666667,50,0.378,0.019166667,0.622,0.303266667,High,37.8,Medium
30:28:00,"[1, 1, 0, 1]",159,49.6,"36 Patrol, 89 Ambulance, 16 Vans, 16 Vans",35,1800,2.208333333,50,0.008,0.022083333,0.992,0.150433333,Low,0.8,Low
30:29:00,"[0, 1, 1, 1]",152,21.2,"90 Patrol, 32 Cars, 11 Fire Extinguisher, 58 Patrol",89,1800,2.111111111,50,0.576,0.021111111,0.424,0.479644444,Very High,57.6,Medium
30:30:00,"[1, 0, 1, 1]",169,46,"74 Fire Extinguisher, 39 Trucks, 85 Trucks, 43 Bikes",87,1800,2.347222222,50,0.08,0.023472222,0.92,0.373388889,High,8,Low
30:31:00,"[0, 1, 0, 0]",100,37.4,"67 Patrol, 29 Ambulance, 43 Fire Extinguisher, 33 Fire Extinguisher",46,1800,1.388888889,50,0.252,0.013888889,0.748,0.239955556,Moderate,25.2,Low
30:32:00,"[0, 1, 0, 0]",58,33.2,"65 Patrol, 51 Trucks",58,1800,0.805555556,50,0.336,0.008055556,0.664,0.302422222,High,33.6,Medium
30:33:00,"[0, 1, 1, 0]",147,41.8,"10 Patrol, 25 Vans, 38 Patrol, 31 Cars",34,1800,2.041666667,50,0.164,0.020416667,0.836,0.176966667,Low,16.4,Low
30:34:00,"[0, 0, 0, 1]",81,34.6,"57 Fire Extinguisher, 84 Bikes, 43 Vans",68,1800,1.125,50,0.308,0.01125,0.692,0.3381,High,30.8,Medium
30:35:00,"[0, 1, 0, 0]",100,46.2,"18 Ambulance, 63 Patrol",57,1800,1.388888889,50,0.076,0.013888889,0.924,0.248755556,Moderate,7.6,Low
30:36:00,"[1, 0, 0, 1]",169,47,"81 Ambulance, 27 Cars",82,1800,2.347222222,50,0.06,0.023472222,0.94,0.349388889,High,6,Low
30:37:00,"[1, 0, 1, 0]",54,32.7,"64 Cars, 67 Bikes, 29 Bikes, 45 Bikes",50,1800,0.75,50,0.346,0.0075,0.654,0.2722,Moderate,34.6,Medium
30:38:00,"[1, 0, 1, 1]",101,28.3,"85 Patrol, 22 Cars",63,1800,1.402777778,50,0.434,0.014027778,0.566,0.344411111,High,43.4,Medium
30:39:00,"[0, 0, 1, 1]",189,37.8,"76 Ambulance, 15 Fire Extinguisher, 23 Bikes, 37 Fire Extinguisher",80,1800,2.625,50,0.244,0.02625,0.756,0.3793,High,24.4,Low
30:40:00,"[0, 0, 1, 1]",135,47.4,"31 Patrol, 94 Trucks, 25 Ambulance",45,1800,1.875,50,0.052,0.01875,0.948,0.1979,Low,5.2,Low
30:41:00,"[1, 0, 0, 0]",60,26.3,"74 Trucks, 78 Cars",80,1800,0.833333333,50,0.474,0.008333333,0.526,0.418133333,Very High,47.4,Medium
30:42:00,"[1, 1, 1, 1]",148,38.7,"92 Vans, 40 Ambulance",82,1800,2.055555556,50,0.226,0.020555556,0.774,0.381422222,High,22.6,Low
30:43:00,"[1, 1, 1, 0]",82,38.9,"85 Ambulance, 16 Bikes, 37 Bikes, 40 Fire Extinguisher",39,1800,1.138888889,50,0.222,0.011388889,0.778,0.204955556,Moderate,22.2,Low
30:44:00,"[1, 1, 1, 0]",180,42,"10 Cars, 27 Ambulance, 23 Vans, 97 Trucks",66,1800,2.5,50,0.16,0.025,0.84,0.306,High,16,Low
30:45:00,"[0, 0, 0, 1]",60,23.9,"40 Trucks, 14 Cars, 18 Patrol, 61 Ambulance",45,1800,0.833333333,50,0.522,0.008333333,0.478,0.287733333,Moderate,52.2,Medium
30:46:00,"[1, 1, 1, 0]",110,41.5,"63 Vans, 84 Bikes, 13 Fire Extinguisher, 91 Patrol",64,1800,1.527777778,50,0.17,0.015277778,0.83,0.296111111,Moderate,17,Low
30:47:00,"[0, 0, 1, 1]",64,47.3,"77 Vans, 90 Ambulance, 34 Patrol, 99 Fire Extinguisher",48,1800,0.888888889,50,0.054,0.008888889,0.946,0.206355556,Moderate,5.4,Low
30:48:00,"[0, 0, 1, 1]",191,25.4,"29 Ambulance, 27 Cars, 50 Ambulance",36,1800,2.652777778,50,0.492,0.026527778,0.508,0.253011111,Moderate,49.2,Medium
30:49:00,"[1, 0, 1, 1]",98,27.1,"48 Patrol, 76 Bikes",30,1800,1.361111111,50,0.458,0.013611111,0.542,0.217044444,Moderate,45.8,Medium
30:50:00,"[0, 1, 1, 0]",90,49.1,"42 Fire Extinguisher, 86 Bikes, 75 Trucks",43,1800,1.25,50,0.018,0.0125,0.982,0.1806,Low,1.8,Low
30:51:00,"[1, 0, 0, 1]",178,25.4,"34 Cars, 99 Fire Extinguisher, 25 Patrol",62,1800,2.472222222,50,0.492,0.024722222,0.508,0.356288889,High,49.2,Medium
30:52:00,"[1, 0, 1, 1]",87,45.6,"53 Fire Extinguisher, 30 Ambulance, 83 Trucks",85,1800,1.208333333,50,0.088,0.012083333,0.912,0.362433333,High,8.8,Low
30:53:00,"[0, 0, 1, 1]",121,34.8,"46 Patrol, 47 Bikes",76,1800,1.680555556,50,0.304,0.016805556,0.696,0.371522222,High,30.4,Medium
30:54:00,"[0, 1, 1, 0]",129,27.4,"20 Fire Extinguisher, 19 Vans, 78 Bikes, 98 Bikes",34,1800,1.791666667,50,0.452,0.017916667,0.548,0.233566667,Moderate,45.2,Medium
30:55:00,"[1, 0, 1, 0]",176,46.1,"97 Trucks, 47 Trucks, 64 Fire Extinguisher, 37 Ambulance",52,1800,2.444444444,50,0.078,0.024444444,0.922,0.233377778,Moderate,7.8,Low
30:56:00,"[0, 0, 1, 1]",90,33.4,"20 Patrol, 73 Bikes, 19 Vans",80,1800,1.25,50,0.332,0.0125,0.668,0.3914,High,33.2,Medium
30:57:00,"[0, 0, 0, 0]",108,35.4,"57 Cars, 45 Vans",56,1800,1.5,50,0.292,0.015,0.708,0.2884,Moderate,29.2,Low
30:58:00,"[0, 1, 1, 0]",107,30.8,"31 Fire Extinguisher, 71 Trucks, 42 Ambulance",49,1800,1.486111111,50,0.384,0.014861111,0.616,0.278744444,Moderate,38.4,Medium
30:59:00,"[0, 1, 0, 0]",56,37.8,"17 Patrol, 43 Trucks, 89 Fire Extinguisher",57,1800,0.777777778,50,0.244,0.007777778,0.756,0.279911111,Moderate,24.4,Low
31:00:00,"[0, 1, 0, 0]",103,24.9,"37 Trucks, 96 Vans, 80 Patrol",33,1800,1.430555556,50,0.502,0.014305556,0.498,0.238122222,Moderate,50.2,Medium
31:01:00,"[0, 1, 1, 0]",60,31.7,"46 Cars, 37 Cars, 31 Trucks",69,1800,0.833333333,50,0.366,0.008333333,0.634,0.352533333,High,36.6,Medium
31:02:00,"[1, 1, 1, 0]",154,49.1,"50 Trucks, 74 Fire Extinguisher, 67 Ambulance",39,1800,2.138888889,50,0.018,0.021388889,0.982,0.168155556,Low,1.8,Low
31:03:00,"[1, 0, 0, 0]",175,27.7,"34 Ambulance, 84 Ambulance",88,1800,2.430555556,50,0.446,0.024305556,0.554,0.450922222,Very High,44.6,Medium
31:04:00,"[0, 1, 0, 1]",83,39.7,"66 Cars, 54 Fire Extinguisher, 94 Vans, 83 Cars",81,1800,1.152777778,50,0.206,0.011527778,0.794,0.369811111,High,20.6,Low
31:05:00,"[0, 0, 1, 1]",189,29.8,"69 Ambulance, 49 Fire Extinguisher, 48 Trucks",78,1800,2.625,50,0.404,0.02625,0.596,0.4033,Very High,40.4,Medium
31:06:00,"[0, 1, 0, 0]",200,43.2,"69 Trucks, 30 Cars, 78 Patrol, 96 Patrol",68,1800,2.777777778,50,0.136,0.027777778,0.864,0.310311111,High,13.6,Low
31:07:00,"[0, 0, 0, 1]",178,23.9,"19 Fire Extinguisher, 61 Cars, 66 Cars",54,1800,2.472222222,50,0.522,0.024722222,0.478,0.330288889,High,52.2,Medium
31:08:00,"[0, 1, 0, 1]",127,49.1,"74 Ambulance, 56 Cars, 35 Cars",30,1800,1.763888889,50,0.018,0.017638889,0.982,0.130655556,Low,1.8,Low
31:09:00,"[0, 1, 0, 1]",177,33.6,"25 Vans, 31 Fire Extinguisher, 66 Cars, 34 Ambulance",32,1800,2.458333333,50,0.328,0.024583333,0.672,0.203433333,Moderate,32.8,Medium
31:10:00,"[0, 1, 1, 0]",81,27.1,"48 Fire Extinguisher, 46 Vans",65,1800,1.125,50,0.458,0.01125,0.542,0.3561,High,45.8,Medium
31:11:00,"[0, 0, 0, 0]",94,22.2,"52 Trucks, 17 Vans, 58 Fire Extinguisher, 30 Cars",31,1800,1.305555556,50,0.556,0.013055556,0.444,0.240422222,Moderate,55.6,Medium
31:12:00,"[1, 0, 1, 0]",57,25.1,"48 Vans, 92 Bikes",86,1800,0.791666667,50,0.498,0.007916667,0.502,0.446766667,Very High,49.8,Medium
31:13:00,"[0, 0, 1, 1]",191,35.6,"96 Vans, 79 Patrol",56,1800,2.652777778,50,0.288,0.026527778,0.712,0.292211111,Moderate,28.8,Low
31:14:00,"[0, 0, 1, 0]",99,30.1,"16 Fire Extinguisher, 94 Fire Extinguisher",42,1800,1.375,50,0.398,0.01375,0.602,0.2531,Moderate,39.8,Medium
31:15:00,"[0, 1, 1, 1]",178,44.9,"98 Patrol, 58 Trucks",79,1800,2.472222222,50,0.102,0.024722222,0.898,0.346288889,High,10.2,Low
31:16:00,"[1, 0, 1, 0]",125,32.9,"44 Trucks, 61 Ambulance, 27 Cars, 76 Vans",90,1800,1.736111111,50,0.342,0.017361111,0.658,0.435344444,Very High,34.2,Medium
31:17:00,"[0, 0, 1, 0]",164,27.5,"79 Vans, 18 Fire Extinguisher, 67 Vans",68,1800,2.277777778,50,0.45,0.022777778,0.55,0.371111111,High,45,Medium
31:18:00,"[1, 0, 0, 1]",114,38.5,"54 Cars, 29 Fire Extinguisher",62,1800,1.583333333,50,0.23,0.015833333,0.77,0.300333333,High,23,Low
31:19:00,"[1, 1, 1, 0]",103,41.2,"20 Fire Extinguisher, 96 Fire Extinguisher, 88 Trucks",75,1800,1.430555556,50,0.176,0.014305556,0.824,0.340922222,High,17.6,Low
31:20:00,"[0, 1, 0, 0]",126,25,"54 Trucks, 92 Vans, 70 Bikes",71,1800,1.75,50,0.5,0.0175,0.5,0.391,High,50,Medium
31:21:00,"[1, 1, 1, 1]",57,25,"37 Fire Extinguisher, 53 Cars, 43 Bikes",43,1800,0.791666667,50,0.5,0.007916667,0.5,0.275166667,Moderate,50,Medium
31:22:00,"[0, 0, 1, 0]",88,21.1,"92 Patrol, 14 Fire Extinguisher, 24 Ambulance, 47 Ambulance",78,1800,1.222222222,50,0.578,0.012222222,0.422,0.432488889,Very High,57.8,Medium
31:23:00,"[1, 0, 1, 0]",168,42.1,"43 Cars, 30 Cars, 95 Vans",45,1800,2.333333333,50,0.158,0.023333333,0.842,0.220933333,Moderate,15.8,Low
31:24:00,"[0, 0, 1, 1]",59,39.9,"28 Ambulance, 100 Vans",34,1800,0.819444444,50,0.202,0.008194444,0.798,0.179677778,Low,20.2,Low
31:25:00,"[0, 0, 1, 0]",132,34.2,"96 Fire Extinguisher, 23 Trucks",54,1800,1.833333333,50,0.316,0.018333333,0.684,0.286533333,Moderate,31.6,Medium
31:26:00,"[0, 0, 0, 1]",63,45.3,"49 Trucks, 67 Ambulance",47,1800,0.875,50,0.094,0.00875,0.906,0.2103,Moderate,9.4,Low
31:27:00,"[1, 1, 1, 1]",75,44.2,"38 Vans, 56 Trucks, 37 Ambulance",34,1800,1.041666667,50,0.116,0.010416667,0.884,0.163366667,Low,11.6,Low
31:28:00,"[0, 1, 1, 1]",128,37.6,"54 Ambulance, 80 Patrol, 41 Ambulance, 80 Bikes",59,1800,1.777777778,50,0.248,0.017777778,0.752,0.292711111,Moderate,24.8,Low
31:29:00,"[1, 1, 1, 0]",94,46,"76 Patrol, 99 Patrol, 71 Ambulance",32,1800,1.305555556,50,0.08,0.013055556,0.92,0.149222222,Low,8,Low
31:30:00,"[1, 0, 1, 0]",104,26.2,"48 Ambulance, 68 Trucks, 22 Ambulance",71,1800,1.444444444,50,0.476,0.014444444,0.524,0.384977778,High,47.6,Medium
31:31:00,"[1, 1, 0, 1]",113,23.4,"88 Vans, 76 Trucks, 76 Fire Extinguisher, 48 Cars",78,1800,1.569444444,50,0.532,0.015694444,0.468,0.424677778,Very High,53.2,Medium
31:32:00,"[0, 1, 0, 1]",134,28.1,"51 Trucks, 54 Patrol",86,1800,1.861111111,50,0.438,0.018611111,0.562,0.439044444,Very High,43.8,Medium
31:33:00,"[1, 0, 0, 0]",181,21.7,"21 Fire Extinguisher, 87 Ambulance",86,1800,2.513888889,50,0.566,0.025138889,0.434,0.467255556,Very High,56.6,Medium
31:34:00,"[1, 1, 1, 1]",85,35.9,"64 Ambulance, 43 Vans, 14 Ambulance",35,1800,1.180555556,50,0.282,0.011805556,0.718,0.201122222,Moderate,28.2,Low
31:35:00,"[1, 0, 1, 1]",105,48.1,"100 Fire Extinguisher, 31 Vans, 50 Bikes",62,1800,1.458333333,50,0.038,0.014583333,0.962,0.261433333,Moderate,3.8,Low
31:36:00,"[1, 1, 0, 1]",199,21.2,"85 Cars, 48 Patrol, 12 Vans, 79 Cars",50,1800,2.763888889,50,0.576,0.027638889,0.424,0.326255556,High,57.6,Medium
31:37:00,"[0, 1, 1, 0]",78,23.7,"74 Bikes, 22 Trucks",84,1800,1.083333333,50,0.526,0.010833333,0.474,0.445533333,Very High,52.6,Medium
31:38:00,"[1, 1, 1, 1]",104,33.6,"26 Cars, 24 Bikes, 58 Ambulance, 11 Cars",48,1800,1.444444444,50,0.328,0.014444444,0.672,0.263377778,Moderate,32.8,Medium
31:39:00,"[0, 0, 0, 0]",67,48,"18 Fire Extinguisher, 52 Ambulance",38,1800,0.930555556,50,0.04,0.009305556,0.96,0.163722222,Low,4,Low
31:40:00,"[1, 1, 1, 0]",85,29.5,"51 Fire Extinguisher, 28 Fire Extinguisher",56,1800,1.180555556,50,0.41,0.011805556,0.59,0.310722222,High,41,Medium
31:41:00,"[0, 0, 0, 1]",175,35.2,"99 Bikes, 47 Vans, 41 Bikes, 73 Bikes",30,1800,2.430555556,50,0.296,0.024305556,0.704,0.188922222,Low,29.6,Low
31:42:00,"[0, 0, 0, 1]",144,21.2,"38 Fire Extinguisher, 38 Trucks, 82 Trucks, 43 Cars",41,1800,2,50,0.576,0.02,0.424,0.2872,Moderate,57.6,Medium
31:43:00,"[0, 1, 1, 0]",131,24.5,"68 Cars, 16 Cars",81,1800,1.819444444,50,0.51,0.018194444,0.49,0.433277778,Very High,51,Medium
31:44:00,"[1, 1, 0, 1]",143,49.6,"20 Bikes, 51 Patrol",71,1800,1.986111111,50,0.008,0.019861111,0.992,0.293544444,Moderate,0.8,Low
31:45:00,"[1, 1, 1, 1]",112,49,"30 Vans, 30 Cars, 31 Cars, 77 Trucks",46,1800,1.555555556,50,0.02,0.015555556,0.98,0.194222222,Low,2,Low
31:46:00,"[1, 0, 0, 0]",145,20.1,"73 Ambulance, 71 Fire Extinguisher",73,1800,2.013888889,50,0.598,0.020138889,0.402,0.419655556,Very High,59.8,Medium
31:47:00,"[0, 1, 1, 0]",63,48.6,"58 Bikes, 43 Fire Extinguisher, 79 Trucks",51,1800,0.875,50,0.028,0.00875,0.972,0.2131,Moderate,2.8,Low
31:48:00,"[0, 0, 0, 0]",149,39.2,"99 Trucks, 73 Patrol, 66 Vans",56,1800,2.069444444,50,0.216,0.020694444,0.784,0.275477778,Moderate,21.6,Low
31:49:00,"[0, 0, 0, 1]",138,46,"78 Trucks, 18 Trucks, 35 Fire Extinguisher",63,1800,1.916666667,50,0.08,0.019166667,0.92,0.275666667,Moderate,8,Low
31:50:00,"[0, 0, 0, 1]",128,33.6,"51 Patrol, 17 Trucks",38,1800,1.777777778,50,0.328,0.017777778,0.672,0.224711111,Moderate,32.8,Medium
31:51:00,"[1, 1, 0, 0]",115,35.5,"94 Cars, 59 Cars, 46 Ambulance",46,1800,1.597222222,50,0.29,0.015972222,0.71,0.248388889,Moderate,29,Low
31:52:00,"[0, 0, 1, 0]",99,34.7,"58 Vans, 42 Cars, 85 Ambulance",67,1800,1.375,50,0.306,0.01375,0.694,0.3347,High,30.6,Medium
31:53:00,"[0, 0, 0, 0]",131,40,"92 Ambulance, 96 Bikes, 92 Patrol, 83 Vans",43,1800,1.819444444,50,0.2,0.018194444,0.8,0.219277778,Moderate,20,Low
31:54:00,"[1, 0, 0, 0]",151,24.2,"51 Fire Extinguisher, 25 Bikes, 71 Bikes",39,1800,2.097222222,50,0.516,0.020972222,0.484,0.267588889,Moderate,51.6,Medium
31:55:00,"[0, 0, 1, 0]",82,20.9,"14 Patrol, 19 Fire Extinguisher, 41 Bikes",43,1800,1.138888889,50,0.582,0.011388889,0.418,0.292955556,Moderate,58.2,Medium
31:56:00,"[1, 0, 0, 0]",183,29.2,"96 Ambulance, 72 Fire Extinguisher, 28 Trucks",79,1800,2.541666667,50,0.416,0.025416667,0.584,0.409366667,Very High,41.6,Medium
31:57:00,"[1, 1, 0, 1]",53,41.1,"58 Patrol, 49 Vans",70,1800,0.736111111,50,0.178,0.007361111,0.822,0.318544444,High,17.8,Low
31:58:00,"[1, 1, 0, 1]",81,26.1,"85 Fire Extinguisher, 97 Trucks, 89 Patrol, 39 Trucks",51,1800,1.125,50,0.478,0.01125,0.522,0.3041,High,47.8,Medium
31:59:00,"[0, 1, 1, 1]",103,40.2,"98 Patrol, 25 Trucks",32,1800,1.430555556,50,0.196,0.014305556,0.804,0.172922222,Low,19.6,Low
32:00:00,"[0, 0, 1, 0]",164,49.1,"99 Patrol, 13 Patrol, 94 Ambulance, 61 Bikes",52,1800,2.277777778,50,0.018,0.022777778,0.982,0.220711111,Moderate,1.8,Low
32:01:00,"[1, 1, 1, 1]",80,22.8,"30 Patrol, 30 Cars, 70 Trucks",35,1800,1.111111111,50,0.544,0.011111111,0.456,0.253244444,Moderate,54.4,Medium
32:02:00,"[0, 1, 1, 1]",198,40.2,"48 Fire Extinguisher, 10 Bikes, 87 Ambulance",67,1800,2.75,50,0.196,0.0275,0.804,0.3182,High,19.6,Low
32:03:00,"[1, 0, 0, 0]",108,33.3,"68 Trucks, 90 Vans, 68 Vans",39,1800,1.5,50,0.334,0.015,0.666,0.2288,Moderate,33.4,Medium
32:04:00,"[1, 0, 1, 1]",134,46,"17 Bikes, 82 Patrol, 68 Vans",52,1800,1.861111111,50,0.08,0.018611111,0.92,0.231444444,Moderate,8,Low
32:05:00,"[0, 0, 0, 1]",160,25.3,"55 Bikes, 45 Cars, 49 Cars",31,1800,2.222222222,50,0.494,0.022222222,0.506,0.231688889,Moderate,49.4,Medium
32:06:00,"[1, 1, 0, 1]",114,40.8,"36 Trucks, 25 Fire Extinguisher, 32 Cars",45,1800,1.583333333,50,0.184,0.015833333,0.816,0.223133333,Moderate,18.4,Low
32:07:00,"[0, 1, 0, 1]",113,45.1,"28 Cars, 87 Cars, 72 Vans, 91 Fire Extinguisher",68,1800,1.569444444,50,0.098,0.015694444,0.902,0.297877778,Moderate,9.8,Low
32:08:00,"[0, 1, 0, 0]",174,48.3,"21 Bikes, 53 Patrol, 36 Patrol",84,1800,2.416666667,50,0.034,0.024166667,0.966,0.352466667,High,3.4,Low
32:09:00,"[0, 0, 1, 1]",173,40.5,"15 Bikes, 96 Ambulance, 95 Bikes",56,1800,2.402777778,50,0.19,0.024027778,0.81,0.271611111,Moderate,19,Low
32:10:00,"[1, 1, 1, 1]",78,34.9,"76 Fire Extinguisher, 51 Trucks, 58 Bikes",75,1800,1.083333333,50,0.302,0.010833333,0.698,0.364733333,High,30.2,Medium
32:11:00,"[1, 1, 0, 1]",150,38.5,"37 Patrol, 54 Bikes",45,1800,2.083333333,50,0.23,0.020833333,0.77,0.234333333,Moderate,23,Low
32:12:00,"[1, 1, 1, 1]",93,46.1,"33 Cars, 11 Patrol, 25 Trucks, 55 Trucks",67,1800,1.291666667,50,0.078,0.012916667,0.922,0.288766667,Moderate,7.8,Low
32:13:00,"[0, 1, 0, 1]",110,37.1,"38 Bikes, 15 Fire Extinguisher, 58 Patrol",35,1800,1.527777778,50,0.258,0.015277778,0.742,0.197711111,Low,25.8,Low
32:14:00,"[1, 0, 1, 0]",181,20.9,"87 Patrol, 12 Ambulance, 20 Vans, 93 Cars",50,1800,2.513888889,50,0.582,0.025138889,0.418,0.326455556,High,58.2,Medium
32:15:00,"[1, 1, 1, 0]",120,47.9,"89 Ambulance, 10 Bikes, 46 Cars, 11 Fire Extinguisher",36,1800,1.666666667,50,0.042,0.016666667,0.958,0.159066667,Low,4.2,Low
32:16:00,"[1, 1, 1, 0]",105,40.7,"46 Fire Extinguisher, 14 Trucks, 95 Patrol",90,1800,1.458333333,50,0.186,0.014583333,0.814,0.403033333,Very High,18.6,Low
32:17:00,"[0, 1, 1, 1]",162,40.3,"33 Ambulance, 13 Patrol, 60 Patrol",35,1800,2.25,50,0.194,0.0225,0.806,0.1878,Low,19.4,Low
32:18:00,"[1, 1, 0, 0]",175,26.5,"19 Cars, 25 Trucks",65,1800,2.430555556,50,0.47,0.024305556,0.53,0.363722222,High,47,Medium
32:19:00,"[1, 1, 0, 0]",68,39.8,"55 Vans, 38 Bikes, 67 Trucks, 79 Patrol",65,1800,0.944444444,50,0.204,0.009444444,0.796,0.304577778,High,20.4,Low
32:20:00,"[0, 0, 1, 0]",94,31.8,"29 Cars, 83 Vans, 12 Fire Extinguisher",32,1800,1.305555556,50,0.364,0.013055556,0.636,0.206022222,Moderate,36.4,Medium
32:21:00,"[1, 1, 1, 0]",57,39.5,"14 Bikes, 95 Bikes, 45 Patrol",31,1800,0.791666667,50,0.21,0.007916667,0.79,0.169166667,Low,21,Low
32:22:00,"[1, 1, 1, 1]",143,23.2,"20 Fire Extinguisher, 94 Fire Extinguisher",35,1800,1.986111111,50,0.536,0.019861111,0.464,0.255144444,Moderate,53.6,Medium
32:23:00,"[1, 0, 1, 1]",120,39.7,"63 Fire Extinguisher, 71 Cars",67,1800,1.666666667,50,0.206,0.016666667,0.794,0.315866667,High,20.6,Low
32:24:00,"[0, 0, 1, 0]",186,50,"88 Cars, 75 Patrol",57,1800,2.583333333,50,0,0.025833333,1,0.238333333,Moderate,0,Low
