remote_worker_id,location,industry,age,experience_years,average_daily_work_hours,break_frequency_per_day,task_completion_rate,late_task_ratio,calendar_scheduled_usage,focus_time_minutes,tool_usage_frequency,automated_task_count,AI_assisted_planning,real_time_feedback_score,productivity_label,productivity_score,congestionStatus,avg_vehicle_count,avg_speed,avg_traffic_reduction
W0155,City,Finance,30,21,6.89,5,81.0013075414528,0.119006910285136,70.7596267307577,123,14,10,0,85,Medium,40.11,Low,125.641259698768,42.4201734367869,15.1596531264263
W0156,Village,Retail,35,21,10.16,3,88.1735210297991,0.172955815123772,68.7897661667409,176,13,5,1,99,Medium,43.15,Low,125.641259698768,42.4201734367869,15.1596531264263
W0157,Village,Retail,34,11,7.14,2,95.7578521088941,0.0163624000210234,82.4983962148127,195,5,5,0,73,High,46.14,Low,125.641259698768,42.4201734367869,15.1596531264263
W0158,City,Education,46,4,3.99,5,94.6775823095758,0.0968072502909678,95.0597238607837,226,17,7,0,76,High,49.94,Low,125.641259698768,42.4201734367869,15.1596531264263
W0159,City,IT,23,1,7.35,3,70.2370955382255,0.380797764436744,32.8436776083113,112,4,0,0,86,Low,24.68,Low,125.641259698768,42.4201734367869,15.1596531264263
W0160,Village,Finance,56,28,8.85,3,71.6204575707931,0.257391048037416,54.7207276836143,76,17,1,0,87,Low,33.29,Low,125.641259698768,42.4201734367869,15.1596531264263
W0161,Village,Education,28,24,7.51,4,77.7623955880648,0.147588282467455,65.3566614832797,172,2,11,0,79,Medium,35.4,Low,125.641259698768,42.4201734367869,15.1596531264263
W0162,Village,IT,42,13,8.36,3,94.7047331967716,0.052780736355883,99.9941527564366,203,2,11,1,76,High,50.37,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0163,Town,Healthcare,39,34,8.63,1,76.8564558704554,0.135009440418719,68.614041506479,140,9,8,0,88,Medium,37.29,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0164,Town,Retail,24,11,7.07,5,84.8547879657935,0.197620403521507,78.3893846721011,136,18,10,0,64,Medium,42.81,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0165,Town,IT,32,17,6.88,1,68.6568482986364,0.266964960913573,34.5336117133923,111,2,11,0,75,Low,25.28,Low,125.641259698768,42.4201734367869,15.1596531264263
W0166,City,Healthcare,45,18,7.68,5,69.6494162794683,0.341156471234051,45.6059749636157,109,11,7,1,50,Low,30.85,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0167,Town,IT,40,22,7.71,4,80.4338631340315,0.125614042517558,64.3099049441844,154,15,11,1,53,Medium,40.8,Low,125.641259698768,42.4201734367869,15.1596531264263
W0168,City,Retail,25,24,7.56,3,62.2484440500151,0.30110281353622,39.3953989665929,83,16,6,1,78,Low,28.78,Low,125.641259698768,42.4201734367869,15.1596531264263
W0169,City,Retail,47,19,7.61,3,84.2806875328239,0.227880811128395,64.9008506289511,147,6,6,1,50,Medium,39.25,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0170,Town,Education,59,21,6.6,3,96.7082668077594,0.0703093903759433,85.8296827368507,223,12,4,1,92,High,49.97,Low,125.641259698768,42.4201734367869,15.1596531264263
W0171,Town,Finance,53,8,8.4,5,61.2627398028034,0.340902250371916,32.5993214258339,78,1,1,0,99,Low,21.72,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0172,Town,IT,57,28,8.22,3,85.447560832048,0.126340020956278,61.2261817930489,155,3,10,0,95,Medium,37.28,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0173,Village,IT,58,5,5.9,1,83.2562065050705,0.167486917162826,76.3090942154602,124,9,5,0,71,Medium,40.42,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0174,Town,Healthcare,54,17,7.03,3,94.9903617290408,0.0931535049155262,91.6666581997704,205,6,9,1,60,High,49.18,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0175,Village,Retail,57,19,7.61,4,79.9891329285708,0.224874805147895,76.1647913163206,156,16,2,1,59,Medium,42.25,Low,125.641259698768,42.4201734367869,15.1596531264263
W0176,City,IT,24,27,6.86,1,63.3810871759849,0.326458475740535,41.0188386155328,60,19,3,0,66,Low,27.78,Low,125.641259698768,42.4201734367869,15.1596531264263
W0177,Village,Retail,30,34,8.26,3,64.817056907185,0.399569784123755,52.3999189891913,86,5,12,1,85,Low,28.97,Low,125.641259698768,42.4201734367869,15.1596531264263
W0178,Town,IT,29,11,7.42,3,91.3351555135282,0.00479577324369877,95.5081902918499,222,18,9,1,96,High,52.15,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0179,City,Education,54,12,7.7,2,85.6498672846145,0.122479419832983,70.8647466524711,133,4,11,1,75,Medium,41.5,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0180,City,Finance,27,21,7.02,5,68.8255682378476,0.386180901540286,42.153544856458,117,9,10,0,97,Low,27.07,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0181,City,IT,25,11,5.11,1,79.3297535609958,0.117531814088641,78.7313103678078,151,8,1,0,70,Medium,40.03,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0182,Village,Retail,34,28,5.04,2,98.7150721349064,0.00303795799544625,94.2550750952517,232,12,13,1,62,High,52.93,Low,125.641259698768,42.4201734367869,15.1596531264263
W0183,Town,Education,23,5,8.21,4,90.6404352386479,0.0862434130141157,99.2299935847429,193,18,1,1,58,High,51.86,Low,125.641259698768,42.4201734367869,15.1596531264263
W0184,City,IT,26,17,7.82,5,91.9183611460101,0.0333814911709237,94.5541274012193,199,5,11,1,60,High,49.24,Low,125.641259698768,42.4201734367869,15.1596531264263
W0185,City,Healthcare,48,20,8.03,1,94.1392605805259,0.0270058466101556,84.1367422123322,220,3,7,1,60,High,47.49,Low,125.641259698768,42.4201734367869,15.1596531264263
W0186,City,Finance,53,12,7.66,3,82.600969447397,0.139009412206329,71.1661124236366,152,2,7,0,55,Medium,38.09,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0187,Village,IT,42,6,7.76,1,67.9110119625137,0.378800808239424,33.4068010674183,75,2,9,1,50,Low,25.7,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0188,Village,Education,29,17,8.66,3,63.8985140728148,0.384470928588894,48.450346031411,110,3,5,0,55,Low,25.66,Low,125.641259698768,42.4201734367869,15.1596531264263
W0189,Town,Healthcare,59,19,8.03,5,66.1816620443176,0.391747717833376,34.1067291679191,116,4,12,0,62,Low,23.61,Low,125.641259698768,42.4201734367869,15.1596531264263
W0190,Village,Education,29,26,8.75,3,77.7695420037785,0.226505998101251,63.8717446496302,148,7,4,0,71,Medium,35.3,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0191,City,Education,24,32,7.71,4,99.621859094918,0.0901485851100749,85.4076647062131,234,15,7,1,80,High,51.16,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0192,Town,Healthcare,24,6,7.14,3,96.3872618224922,0.0953320080434255,82.0217718834843,206,2,3,0,71,High,44.85,Low,125.641259698768,42.4201734367869,15.1596531264263
W0193,City,Education,43,11,7.73,4,83.5589981833774,0.244608119519723,61.8159145055894,163,11,10,0,86,Medium,37.25,Low,125.641259698768,42.4201734367869,15.1596531264263
W0194,City,Healthcare,27,33,6.5,5,78.9471163807846,0.166539955197728,63.2509470898546,159,7,3,1,96,Medium,38.14,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0195,Village,IT,23,24,7.04,5,85.0976107110735,0.201565954929442,69.9288835849744,177,12,4,1,76,Medium,41.97,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0196,Town,Healthcare,44,23,7.71,1,84.1511906696787,0.243433176046544,60.0573965557671,132,3,0,1,99,Medium,37.48,Low,125.641259698768,42.4201734367869,15.1596531264263
W0197,Village,Healthcare,23,15,7.7,4,61.5457329674742,0.312927056400628,39.178551598616,86,13,0,0,63,Low,25.81,Low,125.641259698768,42.4201734367869,15.1596531264263
W0198,Village,Finance,59,27,7.37,4,97.6576332104754,0.00914829579296471,90.2775166955647,193,13,1,1,96,High,51.94,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0199,Town,Healthcare,38,11,5.83,2,99.3425329909636,0.00864246324472374,95.9847618840692,196,12,13,0,54,High,51.39,Low,125.641259698768,42.4201734367869,15.1596531264263
W0200,City,Healthcare,56,17,8.26,2,81.5611229179494,0.240786735937905,63.5308090557415,171,5,7,0,85,Medium,35.84,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0201,City,IT,55,14,8.5,2,64.6632198387387,0.313981854791511,34.0396039928059,60,16,6,1,81,Low,28.29,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0202,Town,Finance,44,27,9.47,3,93.161048879409,0.0424492832676535,86.1864844871645,233,3,14,0,83,High,45.46,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0203,City,Retail,51,18,8.03,2,99.269884748178,0.0665120178113616,93.8170700867963,185,7,14,0,56,High,49.36,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0204,Town,IT,29,28,7.5,4,75.0057440521485,0.189427400410357,77.402917075127,136,16,9,0,91,Medium,39.34,Low,125.641259698768,42.4201734367869,15.1596531264263
W0205,Town,IT,43,4,6.28,3,62.5973636536081,0.347751969231764,50.6654408116534,101,2,8,0,97,Low,25.88,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0206,Village,Retail,57,7,9.29,5,90.4839588194577,0.0148517424257117,88.2793539696811,200,16,4,1,59,High,49.94,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0207,Town,Healthcare,26,9,7.8,1,72.926193115779,0.318597491483923,54.5396221184768,110,8,1,0,99,Low,31.25,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0208,Village,Education,34,8,7.73,2,94.8913403171591,0.0793843292867861,93.2272078732261,186,1,6,1,66,High,48.6,Low,125.641259698768,42.4201734367869,15.1596531264263
W0209,City,Finance,50,17,7.2,5,67.5238371403973,0.253375649114303,42.8792771500868,63,12,14,0,79,Low,28.73,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0210,City,Education,52,17,7.12,4,93.9167559653555,0.0621914421283878,99.3727733060055,194,19,7,0,70,High,51.31,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0211,City,Retail,37,33,8.33,1,60.2524481375532,0.333557137928835,52.8331166038815,116,1,11,1,62,Low,27.56,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0212,City,IT,51,32,6.27,5,77.1304444263469,0.12649645448057,65.4218663339593,172,19,6,0,50,Medium,38.83,Low,125.641259698768,42.4201734367869,15.1596531264263
W0213,Village,IT,37,8,9.45,1,66.5906734934264,0.381717279547855,46.9897115505619,64,10,13,0,50,Low,27.58,Low,125.641259698768,42.4201734367869,15.1596531264263
W0214,City,Finance,33,19,9.19,2,91.2757646891669,0.0859332819723752,91.8966542777501,215,14,6,0,96,High,47.79,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0215,Town,IT,38,3,7.08,4,82.1908673750011,0.220456828701382,67.0993556310867,131,10,11,0,82,Medium,37.93,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0216,Town,IT,37,5,6.46,1,61.6172506014978,0.395404186749366,57.8291584599022,102,2,14,0,87,Low,26.54,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0217,Town,Finance,33,13,5.08,5,84.0749284842798,0.16197917182042,67.7067684148534,163,2,13,0,74,Medium,37.61,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0218,Village,Finance,29,31,6,2,82.8821812044033,0.153493269823908,65.4758511831507,142,11,4,1,75,Medium,40.68,Low,125.641259698768,42.4201734367869,15.1596531264263
W0219,City,Retail,41,16,8.38,2,71.5949786104123,0.275579558409066,56.025152452267,112,4,1,1,62,Low,32.77,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0220,City,IT,24,32,7.88,5,84.5738024290351,0.218806688657344,65.56208942308,172,19,5,1,77,Medium,42.17,Low,125.641259698768,42.4201734367869,15.1596531264263
W0221,City,IT,37,22,8.09,5,99.1903827702867,0.0899909543354672,88.9632174673801,220,6,3,0,82,High,47.94,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0222,Village,Retail,51,29,5.29,1,88.3369898312121,0.166598232151305,63.3194632489269,121,6,9,0,86,Medium,38.75,Low,125.641259698768,42.4201734367869,15.1596531264263
W0223,Town,Healthcare,44,22,7.03,3,92.8070974246459,0.0999316268189713,85.360230010392,232,12,1,0,90,High,46.41,Low,125.641259698768,42.4201734367869,15.1596531264263
W0224,Town,Healthcare,49,3,9.14,2,91.7282005145645,0.0344505893394063,81.2308606826968,205,8,11,1,79,High,47.11,Low,125.641259698768,42.4201734367869,15.1596531264263
W0225,City,Healthcare,26,10,7.38,1,62.2209206130944,0.296902399754169,33.0715549992344,90,12,8,0,98,Low,24.75,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0226,Town,Retail,41,21,5.97,5,94.6354783925892,0.0470324047937207,97.4715061151947,220,11,6,1,97,High,51.71,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0227,Town,IT,22,16,7.37,1,86.1655947058132,0.180687928949386,65.8839572079461,147,12,5,0,57,Medium,39.68,Low,125.641259698768,42.4201734367869,15.1596531264263
W0228,Village,Retail,51,12,6.57,5,90.0953895402555,0.0402890031050049,98.1448633455416,238,9,11,0,98,High,48.15,Low,125.641259698768,42.4201734367869,15.1596531264263
W0229,Village,Retail,42,2,7.9,4,60.1213672578318,0.389127552356174,31.92241543595,76,0,4,0,96,Low,20.56,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0230,Village,Healthcare,41,24,7.52,5,82.2872874709812,0.198307479919518,67.9488977301471,150,7,2,1,50,Medium,39.76,Low,125.641259698768,42.4201734367869,15.1596531264263
W0231,Village,Education,27,30,8.15,5,97.5280899451101,0.0823268653114772,97.5879398661177,204,15,11,0,61,High,51.04,Low,125.641259698768,42.4201734367869,15.1596531264263
W0232,City,IT,43,30,6.04,5,65.7122812779911,0.353119720607459,37.24615649248,116,12,14,1,54,Low,28.08,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0233,Village,Healthcare,39,19,6.96,3,77.1674205682043,0.155446467643378,66.2568009444274,172,2,14,0,73,Medium,35.32,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0234,Town,Education,29,8,8.81,5,88.9042923450687,0.115913807492193,64.4280105717123,127,2,9,0,55,Medium,38.85,Low,125.641259698768,42.4201734367869,15.1596531264263
W0235,City,Education,53,26,5.87,2,73.7358367399617,0.36385420720768,44.8329503568631,105,4,9,1,74,Low,30.29,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0236,Town,Finance,54,7,6.3,2,91.6110002325642,0.0996012783382248,83.5999923322137,236,10,3,0,50,High,45.31,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0237,Town,IT,37,30,7.74,1,73.8049447229344,0.345464311562927,54.1892359147234,91,6,2,0,74,Low,30.76,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0238,Town,Education,33,7,7.84,3,78.8783562841747,0.22935023746596,65.3857618360175,138,9,11,0,50,Medium,36.3,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0239,Village,Healthcare,59,3,6.91,1,81.5413788217237,0.136012705290497,76.9973595936685,157,9,10,0,81,Medium,40.37,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0240,Village,Finance,55,1,7.17,2,94.092495737854,0.028919315196587,96.1795549922742,182,19,7,1,91,High,53.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0241,City,IT,35,25,8.14,2,73.258563894021,0.325731222264296,55.7260888630415,85,1,2,1,91,Low,32.1,Low,125.641259698768,42.4201734367869,15.1596531264263
W0242,City,Retail,57,1,8.52,4,71.5802140779867,0.31375036211848,37.9879537139248,72,2,6,0,52,Low,26.36,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0243,Village,Healthcare,54,15,6.22,5,82.7488637827835,0.174459838251563,65.8140184980802,167,7,6,0,98,Medium,37.71,Low,125.641259698768,42.4201734367869,15.1596531264263
W0244,Town,Education,44,13,7.94,2,76.2759227472559,0.207790561103529,64.0609970716563,130,10,6,1,68,Medium,37.67,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0245,City,Education,23,8,9.31,1,97.6796675780981,0.0960728088228243,89.9909832453517,213,12,12,0,92,High,48.83,Low,125.641259698768,42.4201734367869,15.1596531264263
W0246,Village,Healthcare,42,5,7.36,1,93.7146333933447,0.044891172259279,90.7433864320806,234,6,6,1,78,High,49.11,Low,125.641259698768,42.4201734367869,15.1596531264263
W0247,Village,Education,23,9,6.2,5,93.9480076846295,0.0953324264887138,89.7026381542867,198,12,13,0,99,High,47.65,Low,125.641259698768,42.4201734367869,15.1596531264263
W0248,Village,Finance,48,1,6.15,5,80.7693105348556,0.105341822540926,69.4615497491605,127,1,1,1,51,Medium,39.32,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0249,Town,IT,30,2,7.31,4,99.6102093576521,0.00130765341746149,83.4340167310062,202,5,9,1,58,High,49.64,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0250,Village,Finance,22,23,8.74,3,92.5222313423062,0.0810730465230413,98.9434123368679,189,8,2,1,66,High,50.41,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0251,Village,Education,32,9,7.45,1,95.1243976874389,0.0545902559266808,80.6852224558701,234,19,9,1,95,High,50.03,Low,125.641259698768,42.4201734367869,15.1596531264263
W0252,Village,Retail,24,34,7.73,5,79.5570467337659,0.121553143777632,73.4887283952507,147,1,8,0,85,Medium,37.61,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0253,Village,IT,44,14,6.3,1,93.9884141194697,0.0904401436516952,99.9779857409234,222,17,2,0,66,High,50.78,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0254,City,IT,47,4,8.68,5,77.4667216862995,0.190932496333115,66.4015163484582,147,15,1,1,98,Medium,39.67,Low,125.641259698768,42.4201734367869,15.1596531264263
W0255,City,Healthcare,25,30,6.13,2,94.165922277842,0.0648527026824203,86.1886494193897,218,11,8,1,61,High,49.13,Low,125.641259698768,42.4201734367869,15.1596531264263
W0256,Village,Healthcare,39,31,6.89,1,77.6328199307071,0.164202902865947,72.507391885097,131,6,12,1,69,Medium,39.4,Low,125.641259698768,42.4201734367869,15.1596531264263
W0257,Town,Retail,27,11,8.26,2,90.1189783224516,0.0293155942253302,80.1184813090801,205,6,9,1,99,High,46.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0258,City,IT,56,8,5.05,1,88.4801869160253,0.188420620463987,68.9522786281847,154,16,8,0,52,Medium,41.71,Low,125.641259698768,42.4201734367869,15.1596531264263
W0259,Village,Retail,43,3,7.71,3,66.4329408481017,0.302477535413628,48.1976784718512,97,12,3,1,92,Low,30.99,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0260,City,Healthcare,36,14,6.25,4,92.3725436365714,0.0262633612366074,90.0884207943043,206,10,13,1,99,High,49.55,Low,125.641259698768,42.4201734367869,15.1596531264263
W0261,City,Healthcare,43,13,7.52,2,72.0896514434,0.351108767913054,36.2245009242284,96,5,11,1,53,Low,28.4,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0262,Town,IT,58,32,7.08,5,71.2835818013934,0.293424679767958,49.2596464392172,112,13,8,1,66,Low,32.95,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0263,Village,Finance,33,34,10.03,3,70.3981009606098,0.376984175494193,31.8521248268897,103,5,2,1,99,Low,26.76,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0264,Village,Education,59,19,7.03,1,84.6810776413903,0.232502455153316,69.4186231914872,136,5,6,1,86,Medium,40.02,Low,125.641259698768,42.4201734367869,15.1596531264263
W0265,Town,Healthcare,39,16,9.71,2,84.5581821691344,0.205113800115957,73.806738915906,149,1,6,1,95,Medium,40.34,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0266,Town,Healthcare,56,2,8.2,1,72.1201813194951,0.358663351040397,41.7105191521775,111,19,14,0,91,Low,30.24,Low,125.641259698768,42.4201734367869,15.1596531264263
W0267,Village,Finance,51,17,6.54,1,92.1374026206112,0.0657318825156273,88.4935802483692,206,14,10,1,64,High,49.57,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0268,Village,Finance,45,34,7.9,1,85.4066607899192,0.137810483027526,68.6291819331875,127,16,7,1,82,Medium,43.22,Low,125.641259698768,42.4201734367869,15.1596531264263
W0269,Town,Retail,51,16,7.13,4,63.9435109626434,0.322100516845762,42.9918681853972,102,7,9,1,65,Low,28,Low,125.641259698768,42.4201734367869,15.1596531264263
W0270,City,Retail,35,2,7.79,4,76.2575605360092,0.18861305820296,71.3879074830271,142,4,14,0,60,Medium,36.13,Low,125.641259698768,42.4201734367869,15.1596531264263
W0271,City,Education,27,2,6.64,5,92.8215558403614,0.0233251691266392,94.6814706201176,191,16,3,0,69,High,49.83,Low,125.641259698768,42.4201734367869,15.1596531264263
W0272,Town,Education,24,26,9.53,2,95.0473947538035,0.0149549318556945,82.0767877222186,182,19,2,0,87,High,48.66,Low,125.641259698768,42.4201734367869,15.1596531264263
W0273,City,IT,37,13,8.61,3,99.3156498000792,0.0707880695236535,94.9584730262283,233,0,2,1,73,High,50.18,Low,125.641259698768,42.4201734367869,15.1596531264263
W0274,Town,Retail,28,31,7.54,3,85.882138061747,0.224814210412467,66.8640613797138,122,17,14,1,65,Medium,42.34,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0275,City,Healthcare,35,34,9.57,3,92.3049483735152,0.0327566293922126,84.1978568461,227,14,11,1,79,High,49.1,Low,125.641259698768,42.4201734367869,15.1596531264263
W0276,City,Retail,30,3,7.59,1,97.3665187522479,0.0113564540977538,96.1202342097697,210,4,4,0,83,High,49.21,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0277,Village,Healthcare,36,8,8.82,4,87.5809449962155,0.124658902649262,75.2780756751615,120,6,10,1,50,Medium,43.33,Low,125.641259698768,42.4201734367869,15.1596531264263
W0278,Village,Finance,42,23,7.55,2,90.2629772668467,0.0261028665293449,90.7613510146965,226,17,14,0,73,High,48.46,Low,125.641259698768,42.4201734367869,15.1596531264263
W0279,City,Retail,56,14,7.97,1,92.5472050045755,0.0263246174830544,91.1247278805155,191,5,13,0,73,High,46.81,Low,125.641259698768,42.4201734367869,15.1596531264263
W0280,City,Finance,23,27,7.4,4,82.4935382848103,0.205719339988794,66.4441261179757,124,4,0,0,58,Medium,36.83,Low,125.641259698768,42.4201734367869,15.1596531264263
W0281,Village,Education,48,29,7.61,4,92.3063864021426,0.0772873936381853,86.7793985234564,221,18,9,0,71,High,47.97,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0282,Village,Education,23,1,7.7,2,71.3677408696,0.297928217771121,34.7430961140007,88,9,2,0,61,Low,27.22,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0283,Village,IT,56,17,6.7,2,95.6644368508663,0.0471756309390874,89.9163894529708,214,14,13,1,66,High,51.1,Low,125.641259698768,42.4201734367869,15.1596531264263
W0284,Town,Retail,39,30,7.02,2,77.5889642628195,0.117038097606801,66.4889954330059,135,9,5,1,74,Medium,39.26,Low,125.641259698768,42.4201734367869,15.1596531264263
W0285,City,Finance,35,13,7.24,1,90.5778819701987,0.0140653339233667,94.3326387340406,231,15,2,0,77,High,49,Low,125.641259698768,42.4201734367869,15.1596531264263
W0286,Village,Healthcare,41,21,7.78,5,64.5288286630041,0.253472015787251,44.5096760146047,77,11,4,1,64,Low,29.96,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0287,City,Education,39,19,7.46,2,91.2654531119638,0.047662045631054,95.2723059792331,219,17,8,1,79,High,51.45,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0288,Town,Education,31,19,8.91,5,79.745915582262,0.122036336353439,70.4910557124492,127,0,1,0,76,Medium,36.85,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0289,Town,Healthcare,46,25,8.52,1,71.7789947982728,0.312227140984082,52.2679667706498,99,15,10,0,71,Low,31.91,Low,125.641259698768,42.4201734367869,15.1596531264263
W0290,Village,Finance,23,22,7.26,5,62.1748062351403,0.349992007989143,47.5549652103827,66,5,1,1,59,Low,27.69,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0291,Town,Finance,46,31,9.16,3,86.8404282965607,0.15193990761819,72.4378026767938,163,2,11,1,80,Medium,41.49,Low,125.641259698768,42.4201734367869,15.1596531264263
W0292,City,Retail,54,17,9.75,5,90.864457531734,0.0759428704956487,86.2808800603529,227,1,5,1,76,High,46.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0293,Village,Retail,57,23,5.05,2,79.7917182990565,0.112581060782802,78.8632755855343,167,1,5,1,61,Medium,40.85,Low,125.641259698768,42.4201734367869,15.1596531264263
W0294,City,IT,52,32,8.62,1,88.5522934571868,0.205442132292536,62.5977232510959,135,12,10,0,95,Medium,39.49,Low,125.641259698768,42.4201734367869,15.1596531264263
W0295,City,Education,35,10,6.67,2,84.1041576370291,0.149350859449335,67.437631145095,152,8,10,1,80,Medium,40.89,Low,125.641259698768,42.4201734367869,15.1596531264263
W0296,Town,Retail,22,10,8.46,3,68.167908212562,0.25923350164,49.0070552072828,97,15,7,0,81,Low,30.7,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0297,Town,Finance,37,8,8.99,2,95.1153619423479,0.0943565217156977,80.8376078767755,234,4,11,0,81,High,44.66,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0298,Town,Healthcare,24,20,6.45,2,92.9244180458952,0.0798272996546306,95.6667338384924,220,6,12,1,90,High,49.5,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0299,Town,Finance,56,32,5.28,2,83.028994189093,0.228044489279194,64.5966268342655,144,12,10,1,94,Medium,40.01,Low,125.641259698768,42.4201734367869,15.1596531264263
W0300,Town,Education,27,14,8.5,4,76.1573385318116,0.118925438522311,63.5228245387163,161,19,13,1,84,Medium,40.23,Low,125.641259698768,42.4201734367869,15.1596531264263
W0301,Village,Finance,46,28,7.66,3,96.5719766164006,0.0439029243980448,80.8976203294544,216,12,1,0,95,High,47.2,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0302,City,IT,34,24,5.5,2,82.3581112368714,0.174496781858426,62.7391885005429,143,6,8,0,70,Medium,36.77,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0303,City,Education,55,15,10.54,2,81.7457215500676,0.118651797616362,64.0711643768949,138,9,14,0,59,Medium,38.01,Low,125.641259698768,42.4201734367869,15.1596531264263
W0304,City,Healthcare,29,22,8.25,2,96.0795770268361,0.010476253645144,89.0845564761374,238,14,1,0,65,High,49.44,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0305,City,IT,42,30,8.3,1,86.4394298620366,0.229151323196202,71.6968635369794,165,5,12,1,56,Medium,41.05,Low,125.641259698768,42.4201734367869,15.1596531264263
W0306,Town,Education,55,4,9.14,4,70.1305321286113,0.374902483543008,35.8240337550727,87,4,0,0,53,Low,25.29,Low,125.641259698768,42.4201734367869,15.1596531264263
W0307,City,Healthcare,25,13,6.8,1,84.0871284282644,0.152535492149062,77.4248715982641,132,1,9,0,76,Medium,39.44,Medium,124.515487748497,27.3363384188627,45.3273231622746
W0308,Village,IT,46,23,7.66,4,63.1396173641172,0.264765206356748,56.5873907641685,117,14,1,1,74,Low,32.46,Low,125.641259698768,42.4201734367869,15.1596531264263
W0309,Village,IT,36,8,5.92,2,76.5750578653333,0.114232634522136,66.3271450279926,150,15,11,0,80,Medium,38.16,Low,125.641259698768,42.4201734367869,15.1596531264263
W0310,City,Education,25,18,6.77,3,91.6956351857111,0.0817412455269111,98.6645012263826,204,18,6,0,60,High,50.11,Low,125.641259698768,42.4201734367869,15.1596531264263
